actor_id,display_name,country,actor_class,priority,platform,handle_or_domain,profile_url,verification_status,ingest_enabled
de_rezo,Rezo,DE,political_media_influencer,normal,website,youtube.com/@rezo,https://www.youtube.com/@rezo,official_primary,True
de_ricarda_lang,Ricarda Lang,DE,political_actor,high,x,Ricarda_Lang,https://x.com/Ricarda_Lang,research_dataset_or_primary_crosslink,True
de_roderich_kiesewetter,Roderich Kiesewetter,DE,political_actor,high,x,RKiesewetter,https://x.com/RKiesewetter,research_dataset_or_primary_crosslink,True
de_sahra_wagenknecht,Sahra Wagenknecht,DE,political_actor,critical,x,SWagenknecht,https://x.com/SWagenknecht,official_or_primary_crosslink,True
de_sawsan_chebli,Sawsan Chebli,DE,political_actor,normal,website,search.gesis.org/research_data/ZA9076,https://search.gesis.org/research_data/ZA9076,official_primary,False
de_sebastian_muenzenmaier,Sebastian Münzenmaier,DE,political_actor,high,website,bundestag.de/abgeordnete/biografien/M/muenzenmaier_sebastian-1046338,https://www.bundestag.de/abgeordnete/biografien/M/muenzenmaier_sebastian-1046338,official_primary,False
de_shervin_haghsheno,Shervin Haghsheno,DE,political_actor,normal,website,bsw-vg.de/partei/parteivorstand,https://bsw-vg.de/partei/parteivorstand/,official_primary,False
de_soeren_pellmann,Sören Pellmann,DE,political_actor,high,website,die-linke.de/partei/parteidemokratie/parteivorstand,https://www.die-linke.de/partei/parteidemokratie/parteivorstand/,official_primary,False
de_spd_bund,SPD Deutschlands,DE,party_channel,high,x,spdde,https://x.com/spdde,official_platform,True
de_stephan_brandner,Stephan Brandner,DE,political_actor,high,website,bundestag.de/abgeordnete/biografien/B/brandner_stephan-1043762,https://www.bundestag.de/abgeordnete/biografien/B/brandner_stephan-1043762,official_primary,False
de_tichys_einblick,Tichys Einblick,DE,independent_media,high,website,tichyseinblick.de,https://www.tichyseinblick.de/,official_primary,True
de_tichys_einblick,Tichys Einblick,DE,independent_media,high,x,TichysEinblick,https://x.com/TichysEinblick,official_platform_or_crosslink,True
de_tilo_jung,Tilo Jung / Jung & Naiv,DE,political_media_influencer,normal,website,jungundnaiv.de,https://www.jungundnaiv.de/,official_primary,True
de_tim_kellner,Tim Kellner,DE,high_reach_political_influencer,high,website,youtube.com/@TimKellner,https://www.youtube.com/@TimKellner,official_primary,True
de_tim_kellner,Tim Kellner,DE,high_reach_political_influencer,high,youtube,@TimKellner,https://www.youtube.com/@TimKellner,official_platform_or_crosslink,True
de_tino_chrupalla,Tino Chrupalla,DE,political_actor,critical,instagram,chrupallatino,https://www.instagram.com/chrupallatino/,official_or_primary_crosslink,True
de_tino_chrupalla,Tino Chrupalla,DE,political_actor,critical,tiktok,tino.chrupalla.afd,https://www.tiktok.com/@tino.chrupalla.afd,official_or_primary_crosslink,True
de_tino_chrupalla,Tino Chrupalla,DE,political_actor,critical,x,Tino_Chrupalla,https://x.com/Tino_Chrupalla,official_or_primary_crosslink,True
de_ulrich_siegmund,Ulrich Siegmund,DE,political_actor,critical,tiktok,mutzurwahrheit90,https://www.tiktok.com/@mutzurwahrheit90,official_or_primary_crosslink,True
de_ulrich_siegmund,Ulrich Siegmund,DE,political_actor,critical,x,UlrichSiegmund,https://x.com/UlrichSiegmund,official_or_primary_crosslink,True
de_wolfgang_kubicki,Wolfgang Kubicki,DE,political_actor,high,x,KubickiWo,https://x.com/KubickiWo,research_dataset_or_primary_crosslink,True
ir_alalam,Al-Alam,IR,state_media,high,website,alalam.ir,https://www.alalam.ir/,official_primary,True
ir_embassy_germany,Embassy of Iran in Germany,IR,official_state_source,high,website,germany.mfa.gov.ir/en,https://germany.mfa.gov.ir/en,official_primary,True
ir_fars,Fars News Agency,IR,state_aligned_media,high,website,farsnews.ir/en,https://www.farsnews.ir/en,official_primary,True
ir_irna,IRNA,IR,state_media,critical,instagram,en.Irna.ir,https://www.instagram.com/en.Irna.ir/,official_platform_or_crosslink,True
ir_irna,IRNA,IR,state_media,critical,telegram,Irna_en,https://t.me/Irna_en,official_platform_or_crosslink,True
ir_irna,IRNA,IR,state_media,critical,tiktok,irna_en,https://www.tiktok.com/@irna_en,official_platform_or_crosslink,True
ir_irna,IRNA,IR,state_media,critical,website,en.irna.ir,https://en.irna.ir/,official_primary,True
ir_irna,IRNA,IR,state_media,critical,x,IrnaEnglish,https://x.com/IrnaEnglish,official_platform_or_crosslink,True
ir_mehr,Mehr News Agency,IR,state_media,normal,website,en.mehrnews.com,https://en.mehrnews.com/,official_primary,True
ir_mfa,Iranian Ministry of Foreign Affairs,IR,official_state_source,critical,website,en.mfa.ir,https://en.mfa.ir/,official_primary,True
ir_mfa,Iranian Ministry of Foreign Affairs,IR,official_state_source,critical,x,IRIMFA_EN,https://x.com/IRIMFA_EN,official_platform_or_crosslink,True
ir_press_tv,Press TV,IR,state_media,critical,website,presstv.ir,https://www.presstv.ir/,official_primary,True
ir_press_tv,Press TV,IR,state_media,critical,x,PressTV,https://x.com/PressTV,official_platform_or_crosslink,True
ir_sepah_news,Sepah News / IRGC media family,IR,military_state_media,critical,website,sepahnews.ir,https://sepahnews.ir/,official_primary,True
ir_tasnim,Tasnim News,IR,state_aligned_media,high,website,tasnimnews.com/en,https://www.tasnimnews.com/en,official_primary,True
ir_tehran_times,Tehran Times,IR,state_aligned_media,normal,website,tehrantimes.com,https://www.tehrantimes.com/,official_primary,True
kp_kcna,KCNA,KP,state_media,low,website,kcna.kp/en,http://www.kcna.kp/en,official_primary,True
ref_bfv,Bundesamt für Verfassungsschutz,DE,factcheck_reference,high,website,verfassungsschutz.de,https://www.verfassungsschutz.de/,official_primary,True
ref_bsi,Bundesamt für Sicherheit in der Informationstechnik,DE,factcheck_reference,high,website,bsi.bund.de,https://www.bsi.bund.de/,official_primary,True
ref_correctiv,CORRECTIV Faktencheck,DE,factcheck_reference,high,website,correctiv.org/faktencheck,https://correctiv.org/faktencheck/,official_primary,True
ref_dfrlab,DFRLab,INT,factcheck_reference,high,website,dfrlab.org,https://dfrlab.org/,official_primary,True
ref_dpa_factcheck,dpa-Faktencheck,DE,factcheck_reference,high,website,dpa.com/de/faktencheck,https://www.dpa.com/de/faktencheck,official_primary,True
ref_dw_factcheck,DW Faktencheck,DE,factcheck_reference,high,website,dw.com/de/faktencheck/t-56728869,https://www.dw.com/de/faktencheck/t-56728869,official_primary,True
ref_eeas_fimi,EEAS FIMI,INT,factcheck_reference,high,website,eeas.europa.eu/eeas/foreign-information-manipulation-interference-fimi_en,https://www.eeas.europa.eu/eeas/foreign-information-manipulation-interference-fimi_en,official_primary,True
ref_eu_disinfolab,EU DisinfoLab,EU,factcheck_reference,high,website,disinfo.eu,https://www.disinfo.eu/,official_primary,True
ref_euvsdisinfo,EUvsDisinfo,EU,factcheck_reference,high,website,euvsdisinfo.eu,https://euvsdisinfo.eu/,official_primary,True
ref_nato_stratcom,NATO StratCom COE,INT,factcheck_reference,high,website,stratcomcoe.org,https://stratcomcoe.org/,official_primary,True
ref_tagesschau_faktenfinder,Tagesschau Faktenfinder,DE,factcheck_reference,high,website,tagesschau.de/faktenfinder,https://www.tagesschau.de/faktenfinder/,official_primary,True
ru_baltic_fleet,Baltic Fleet source family,RU,military_source_family,critical,website,eng.mil.ru/en/structure/forces/navy/associations/structure/forces/type/navy/baltic.htm,https://eng.mil.ru/en/structure/forces/navy/associations/structure/forces/type/navy/baltic.htm,research_attributed,True
ru_colonelcassad,Colonelcassad,RU,milblogger,high,telegram,boris_rozhin,https://t.me/boris_rozhin,official_platform_or_research_attributed,True
ru_colonelcassad,Colonelcassad,RU,milblogger,high,website,t.me/boris_rozhin,https://t.me/boris_rozhin,research_attributed,True
ru_copycop,CopyCop network,RU,known_fimi_infrastructure,high,website,recordedfuture.com/research/copycop-network-expands-ai-generated-content-farms,https://www.recordedfuture.com/research/copycop-network-expands-ai-generated-content-farms,research_attributed,True
ru_doppelgaenger,Doppelgänger operation,RU,known_fimi_infrastructure,critical,pattern,impersonated media/government domains,,research_attributed,True
ru_doppelgaenger,Doppelgänger operation,RU,known_fimi_infrastructure,critical,website,euvsdisinfo.eu/key-narratives-in-pro-kremlin-disinformation-campaign-doppelganger,https://euvsdisinfo.eu/key-narratives-in-pro-kremlin-disinformation-campaign-doppelganger/,research_attributed,True
ru_embassy_germany,Russian Embassy in Germany,RU,official_state_source,critical,instagram,rusbotschaft_deutschland,https://www.instagram.com/rusbotschaft_deutschland/,official_platform_or_research_attributed,True
ru_embassy_germany,Russian Embassy in Germany,RU,official_state_source,critical,telegram,RusBotschaft,https://t.me/RusBotschaft,official_platform_or_research_attributed,True
ru_embassy_germany,Russian Embassy in Germany,RU,official_state_source,critical,telegram,RusEmbDeu,https://t.me/RusEmbDeu,official_platform_or_research_attributed,True
ru_embassy_germany,Russian Embassy in Germany,RU,official_state_source,critical,website,germany.mid.ru/de_DE,https://germany.mid.ru/de_DE/,official_primary,True
ru_foundation_battle_injustice,Foundation to Battle Injustice,RU,known_fimi_infrastructure,critical,website,fondfbr.ru,https://fondfbr.ru/,research_attributed,True
ru_kaliningrad_government,Kaliningrad regional government,RU,regional_state_source,high,website,gov39.ru,https://gov39.ru/,official_primary,True
ru_kremlin,Kremlin / President of Russia,RU,official_state_source,critical,website,en.kremlin.ru,https://en.kremlin.ru/,official_primary,True
ru_matryoshka,Matryoshka operation,RU,known_fimi_infrastructure,critical,pattern,reply-bait and fake-media visual clusters,,research_attributed,True
ru_matryoshka,Matryoshka operation,RU,known_fimi_infrastructure,critical,website,disinfo.eu/doppelganger-and-matryoshka-two-sides-of-the-same-coin,https://www.disinfo.eu/doppelganger-and-matryoshka-two-sides-of-the-same-coin/,research_attributed,True
ru_mfa,Ministry of Foreign Affairs of Russia,RU,official_state_source,critical,telegram,MFARussia,https://t.me/MFARussia,official_platform_or_research_attributed,True
ru_mfa,Ministry of Foreign Affairs of Russia,RU,official_state_source,critical,website,mid.ru/en,https://mid.ru/en/,official_primary,True
ru_mfa,Ministry of Foreign Affairs of Russia,RU,official_state_source,critical,x,mfa_russia,https://x.com/mfa_russia,official_platform_or_research_attributed,True
ru_mod,Ministry of Defence of Russia,RU,official_state_source,critical,telegram,mod_russia,https://t.me/mod_russia,official_platform_or_research_attributed,True
ru_mod,Ministry of Defence of Russia,RU,official_state_source,critical,telegram,mod_russia_en,https://t.me/mod_russia_en,official_platform_or_research_attributed,True
ru_mod,Ministry of Defence of Russia,RU,official_state_source,critical,website,eng.mil.ru,https://eng.mil.ru/,official_primary,True
ru_mod,Ministry of Defence of Russia,RU,official_state_source,critical,x,mod_russia,https://x.com/mod_russia,official_platform_or_research_attributed,True
ru_newsfront,NewsFront,RU,known_fimi_infrastructure,critical,website,news-front.su,https://news-front.su/,research_attributed,True
ru_northern_fleet,Northern Fleet source family,RU,military_source_family,high,website,eng.mil.ru/en/structure/forces/navy/associations/structure/forces/type/navy/north.htm,https://eng.mil.ru/en/structure/forces/navy/associations/structure/forces/type/navy/north.htm,research_attributed,True
ru_portal_kombat,Portal Kombat / Pravda network,RU,known_fimi_infrastructure,critical,pattern,pravda-* / news-pravda domain family,,research_attributed,True
ru_portal_kombat,Portal Kombat / Pravda network,RU,known_fimi_infrastructure,critical,website,sgdsn.gouv.fr/publications/portal-kombat-network-russian-propaganda-portals,https://www.sgdsn.gouv.fr/publications/portal-kombat-network-russian-propaganda-portals,research_attributed,True
ru_portnews,PortNews,RU,maritime_media,high,website,en.portnews.ru,https://en.portnews.ru/,research_attributed,True
ru_readovka,Readovka,RU,state_aligned_media,high,telegram,readovkanews,https://t.me/readovkanews,official_platform_or_research_attributed,True
ru_readovka,Readovka,RU,state_aligned_media,high,website,t.me/readovkanews,https://t.me/readovkanews,research_attributed,True
ru_ria,RIA Novosti,RU,state_media,high,website,ria.ru,https://ria.ru/,official_primary,True
ru_rosatomflot,Atomflot,RU,maritime_state_corporate_source,high,website,rosatomflot.ru,https://www.rosatomflot.ru/,official_primary,True
ru_rosmorrechflot,Federal Agency for Maritime and River Transport,RU,maritime_state_source,high,website,morflot.gov.ru,https://morflot.gov.ru/,official_primary,True
ru_rossiya1,Rossiya 1,RU,state_media,high,website,smotrim.ru/channel/1,https://smotrim.ru/channel/1,official_primary,True
ru_rossiya_segodnya,Rossiya Segodnya,RU,state_media_parent,high,website,россиясегодня.рф,https://россиясегодня.рф/,research_attributed,True
ru_rt_de,RT DE source family,RU,state_media_source_family,critical,pattern,rt-de mirror discovery,,research_attributed,True
ru_rt_de,RT DE source family,RU,state_media_source_family,critical,website,de.rt.com,https://de.rt.com/,research_attributed,True
ru_rt_global,RT,RU,state_media,critical,telegram,rtnews,https://t.me/rtnews,official_platform_or_research_attributed,True
ru_rt_global,RT,RU,state_media,critical,website,rt.com,https://www.rt.com/,official_primary,True
ru_rt_global,RT,RU,state_media,critical,x,RT_com,https://x.com/RT_com,official_platform_or_research_attributed,True
ru_rybar,Rybar,RU,milblogger,critical,telegram,rybar,https://t.me/rybar,official_platform_or_research_attributed,True
ru_rybar,Rybar,RU,milblogger,critical,website,t.me/rybar,https://t.me/rybar,research_attributed,True
ru_soloviev_live,Solovyov Live,RU,state_aligned_media,critical,website,soloviev.live,https://soloviev.live/,research_attributed,True
ru_southfront,SouthFront,RU,known_fimi_infrastructure,critical,website,southfront.press,https://southfront.press/,research_attributed,True
ru_sovcomflot,Sovcomflot,RU,maritime_state_corporate_source,high,website,scf-group.com,https://www.scf-group.com/,official_primary,True
ru_sputnik,Sputnik International,RU,state_media,critical,website,sputnikglobe.com,https://sputnikglobe.com/,official_primary,True
ru_sputnik_de,Sputnik German source family,RU,state_media_source_family,critical,pattern,sputnik-de mirror discovery,,research_attributed,True
ru_sputnik_de,Sputnik German source family,RU,state_media_source_family,critical,website,sputniknews.de,https://sputniknews.de/,research_attributed,True
ru_storm_1516,Storm-1516 operation,RU,known_fimi_infrastructure,critical,pattern,pseudo-media + staged video account clusters,,research_attributed,True
ru_storm_1516,Storm-1516 operation,RU,known_fimi_infrastructure,critical,website,microsoft.com/en-us/security/security-insider/intelligence-reports/russian-influence-operations-converge-on-2024-us-election,https://www.microsoft.com/en-us/security/security-insider/intelligence-reports/russian-influence-operations-converge-on-2024-us-election,research_attributed,True
ru_strategic_culture,Strategic Culture Foundation,RU,known_fimi_infrastructure,critical,website,strategic-culture.su,https://strategic-culture.su/,research_attributed,True
ru_tass,TASS,RU,state_media,high,website,tass.com,https://tass.com/,official_primary,True
ru_tsargrad,Tsargrad,RU,state_aligned_media,high,website,tsargrad.tv,https://tsargrad.tv/,research_attributed,True
ru_two_majors,Two Majors,RU,milblogger,high,telegram,dva_majors,https://t.me/dva_majors,official_platform_or_research_attributed,True
ru_two_majors,Two Majors,RU,milblogger,high,website,t.me/dva_majors,https://t.me/dva_majors,research_attributed,True
ru_war_on_fakes,War on Fakes,RU,known_fimi_infrastructure,critical,telegram,warfakes,https://t.me/warfakes,official_platform_or_research_attributed,True
ru_war_on_fakes,War on Fakes,RU,known_fimi_infrastructure,critical,website,t.me/warfakes,https://t.me/warfakes,research_attributed,True
ru_wargonzo,WarGonzo,RU,milblogger,high,telegram,wargonzo,https://t.me/wargonzo,official_platform_or_research_attributed,True
ru_wargonzo,WarGonzo,RU,milblogger,high,website,t.me/wargonzo,https://t.me/wargonzo,research_attributed,True
ru_zvezda,Zvezda,RU,military_state_media,high,website,tvzvezda.ru,https://tvzvezda.ru/,research_attributed,True
sy_sana,SANA,SY,state_media,low,website,sana.sy/en,https://sana.sy/en/,official_primary,True
tr_anadolu,Anadolu Agency,TR,state_media,normal,website,aa.com.tr/en,https://www.aa.com.tr/en,official_primary,True
tr_directorate_comms,Türkiye Directorate of Communications,TR,official_state_source,normal,website,iletisim.gov.tr/english,https://www.iletisim.gov.tr/english,official_primary,True
tr_trt_deutsch,TRT Deutsch,TR,state_media,normal,website,trtdeutsch.com,https://www.trtdeutsch.com/,official_primary,True
tr_trt_world,TRT World,TR,state_media,normal,website,trtworld.com,https://www.trtworld.com/,official_primary,True
ye_almasirah,Al-Masirah,YE,armed_group_media,critical,telegram,Almasirah_En,https://t.me/Almasirah_En,official_platform_or_crosslink,True
ye_almasirah,Al-Masirah,YE,armed_group_media,critical,website,english.masirahtv.net,https://english.masirahtv.net/,official_primary,True
ye_yahya_saree,Yahya Saree media statements,YE,armed_group_official_source,critical,website,x.com/army21ye,https://x.com/army21ye,official_primary,True
ye_yahya_saree,Yahya Saree media statements,YE,armed_group_official_source,critical,x,army21ye,https://x.com/army21ye,official_platform_or_crosslink,True
